Daily Window,Daily Active Time,Daily Inactive Time
"(Timestamp('2024-02-25 21:00:00'), Timestamp('2024-02-26 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-26 21:00:00'), Timestamp('2024-02-27 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-27 21:00:00'), Timestamp('2024-02-28 09:00:00'))",0 days 00:00:08,0 days 11:59:52
"(Timestamp('2024-02-28 21:00:00'), Timestamp('2024-02-29 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-02-29 21:00:00'), Timestamp('2024-03-01 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-01 21:00:00'), Timestamp('2024-03-02 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-02 21:00:00'), Timestamp('2024-03-03 09:00:00'))",0 days 00:25:30,0 days 11:34:30
"(Timestamp('2024-03-03 21:00:00'), Timestamp('2024-03-04 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-04 21:00:00'), Timestamp('2024-03-05 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-05 21:00:00'), Timestamp('2024-03-06 09:00:00'))",0 days 00:00:04,0 days 11:59:56
"(Timestamp('2024-03-06 21:00:00'), Timestamp('2024-03-07 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-07 21:00:00'), Timestamp('2024-03-08 09:00:00'))",0 days 00:00:16,0 days 11:59:44
"(Timestamp('2024-03-08 21:00:00'), Timestamp('2024-03-09 09:00:00'))",0 days 00:00:27,0 days 11:59:33
"(Timestamp('2024-03-09 21:00:00'), Timestamp('2024-03-10 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-10 21:00:00'), Timestamp('2024-03-11 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-11 21:00:00'), Timestamp('2024-03-12 09:00:00'))",0 days 00:10:07,0 days 11:49:53
"(Timestamp('2024-03-12 21:00:00'), Timestamp('2024-03-13 09:00:00'))",0 days 00:00:10,0 days 11:59:50
"(Timestamp('2024-03-13 21:00:00'), Timestamp('2024-03-14 09:00:00'))",0 days 00:24:29,0 days 11:35:31
"(Timestamp('2024-03-14 21:00:00'), Timestamp('2024-03-15 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-15 21:00:00'), Timestamp('2024-03-16 09:00:00'))",0 days 00:00:18,0 days 11:59:42
"(Timestamp('2024-03-16 21:00:00'), Timestamp('2024-03-17 09:00:00'))",0 days 00:00:01,0 days 11:59:59
"(Timestamp('2024-03-17 21:00:00'), Timestamp('2024-03-18 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-18 21:00:00'), Timestamp('2024-03-19 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-19 21:00:00'), Timestamp('2024-03-20 09:00:00'))",0 days 00:00:08,0 days 11:59:52
"(Timestamp('2024-03-20 21:00:00'), Timestamp('2024-03-21 09:00:00'))",0 days 00:00:18,0 days 11:59:42
"(Timestamp('2024-03-21 21:00:00'), Timestamp('2024-03-22 09:00:00'))",0 days 00:00:06,0 days 11:59:54
"(Timestamp('2024-03-22 21:00:00'), Timestamp('2024-03-23 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-23 21:00:00'), Timestamp('2024-03-24 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-24 21:00:00'), Timestamp('2024-03-25 09:00:00'))",0 days 00:16:10,0 days 11:43:50
"(Timestamp('2024-03-25 21:00:00'), Timestamp('2024-03-26 09:00:00'))",0 days 00:00:09,0 days 11:59:51
"(Timestamp('2024-03-26 21:00:00'), Timestamp('2024-03-27 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-03-27 21:00:00'), Timestamp('2024-03-28 09:00:00'))",0 days 00:00:06,0 days 11:59:54
"(Timestamp('2024-03-28 21:00:00'), Timestamp('2024-03-29 09:00:00'))",0 days 00:00:09,0 days 11:59:51
"(Timestamp('2024-03-29 21:00:00'), Timestamp('2024-03-30 09:00:00'))",0 days 00:21:26,0 days 11:38:34
"(Timestamp('2024-03-30 21:00:00'), Timestamp('2024-03-31 09:00:00'))",0 days 00:00:06,0 days 11:59:54
"(Timestamp('2024-03-31 21:00:00'), Timestamp('2024-04-01 09:00:00'))",0 days 00:00:07,0 days 11:59:53
"(Timestamp('2024-04-01 21:00:00'), Timestamp('2024-04-02 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-02 21:00:00'), Timestamp('2024-04-03 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-03 21:00:00'), Timestamp('2024-04-04 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-04 21:00:00'), Timestamp('2024-04-05 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-05 21:00:00'), Timestamp('2024-04-06 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-06 21:00:00'), Timestamp('2024-04-07 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-07 21:00:00'), Timestamp('2024-04-08 09:00:00'))",0 days 00:00:05,0 days 11:59:55
"(Timestamp('2024-04-08 21:00:00'), Timestamp('2024-04-09 09:00:00'))",0 days 00:26:40,0 days 11:33:20
"(Timestamp('2024-04-09 21:00:00'), Timestamp('2024-04-10 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-10 21:00:00'), Timestamp('2024-04-11 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-11 21:00:00'), Timestamp('2024-04-12 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-12 21:00:00'), Timestamp('2024-04-13 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-13 21:00:00'), Timestamp('2024-04-14 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-14 21:00:00'), Timestamp('2024-04-15 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-15 21:00:00'), Timestamp('2024-04-16 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-16 21:00:00'), Timestamp('2024-04-17 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-17 21:00:00'), Timestamp('2024-04-18 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-18 21:00:00'), Timestamp('2024-04-19 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-19 21:00:00'), Timestamp('2024-04-20 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-20 21:00:00'), Timestamp('2024-04-21 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-21 21:00:00'), Timestamp('2024-04-22 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-22 21:00:00'), Timestamp('2024-04-23 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-23 21:00:00'), Timestamp('2024-04-24 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-24 21:00:00'), Timestamp('2024-04-25 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-25 21:00:00'), Timestamp('2024-04-26 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-26 21:00:00'), Timestamp('2024-04-27 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-27 21:00:00'), Timestamp('2024-04-28 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-28 21:00:00'), Timestamp('2024-04-29 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-29 21:00:00'), Timestamp('2024-04-30 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-04-30 21:00:00'), Timestamp('2024-05-01 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-01 21:00:00'), Timestamp('2024-05-02 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-02 21:00:00'), Timestamp('2024-05-03 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-03 21:00:00'), Timestamp('2024-05-04 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-04 21:00:00'), Timestamp('2024-05-05 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-05 21:00:00'), Timestamp('2024-05-06 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-06 21:00:00'), Timestamp('2024-05-07 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-07 21:00:00'), Timestamp('2024-05-08 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-08 21:00:00'), Timestamp('2024-05-09 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-09 21:00:00'), Timestamp('2024-05-10 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-10 21:00:00'), Timestamp('2024-05-11 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-11 21:00:00'), Timestamp('2024-05-12 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-12 21:00:00'), Timestamp('2024-05-13 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-13 21:00:00'), Timestamp('2024-05-14 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-14 21:00:00'), Timestamp('2024-05-15 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-15 21:00:00'), Timestamp('2024-05-16 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-16 21:00:00'), Timestamp('2024-05-17 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-17 21:00:00'), Timestamp('2024-05-18 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-18 21:00:00'), Timestamp('2024-05-19 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-19 21:00:00'), Timestamp('2024-05-20 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-20 21:00:00'), Timestamp('2024-05-21 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-21 21:00:00'), Timestamp('2024-05-22 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-22 21:00:00'), Timestamp('2024-05-23 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-23 21:00:00'), Timestamp('2024-05-24 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-24 21:00:00'), Timestamp('2024-05-25 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-25 21:00:00'), Timestamp('2024-05-26 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-26 21:00:00'), Timestamp('2024-05-27 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-27 21:00:00'), Timestamp('2024-05-28 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-28 21:00:00'), Timestamp('2024-05-29 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-29 21:00:00'), Timestamp('2024-05-30 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-30 21:00:00'), Timestamp('2024-05-31 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-05-31 21:00:00'), Timestamp('2024-06-01 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-01 21:00:00'), Timestamp('2024-06-02 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-02 21:00:00'), Timestamp('2024-06-03 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-03 21:00:00'), Timestamp('2024-06-04 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-04 21:00:00'), Timestamp('2024-06-05 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-05 21:00:00'), Timestamp('2024-06-06 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-06 21:00:00'), Timestamp('2024-06-07 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-07 21:00:00'), Timestamp('2024-06-08 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-08 21:00:00'), Timestamp('2024-06-09 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-09 21:00:00'), Timestamp('2024-06-10 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-10 21:00:00'), Timestamp('2024-06-11 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-11 21:00:00'), Timestamp('2024-06-12 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-12 21:00:00'), Timestamp('2024-06-13 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-13 21:00:00'), Timestamp('2024-06-14 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-14 21:00:00'), Timestamp('2024-06-15 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-15 21:00:00'), Timestamp('2024-06-16 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-16 21:00:00'), Timestamp('2024-06-17 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-17 21:00:00'), Timestamp('2024-06-18 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-18 21:00:00'), Timestamp('2024-06-19 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-19 21:00:00'), Timestamp('2024-06-20 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-20 21:00:00'), Timestamp('2024-06-21 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-21 21:00:00'), Timestamp('2024-06-22 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-22 21:00:00'), Timestamp('2024-06-23 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-23 21:00:00'), Timestamp('2024-06-24 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-24 21:00:00'), Timestamp('2024-06-25 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-25 21:00:00'), Timestamp('2024-06-26 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-26 21:00:00'), Timestamp('2024-06-27 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-27 21:00:00'), Timestamp('2024-06-28 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-28 21:00:00'), Timestamp('2024-06-29 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-29 21:00:00'), Timestamp('2024-06-30 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-06-30 21:00:00'), Timestamp('2024-07-01 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-01 21:00:00'), Timestamp('2024-07-02 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-02 21:00:00'), Timestamp('2024-07-03 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-03 21:00:00'), Timestamp('2024-07-04 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-04 21:00:00'), Timestamp('2024-07-05 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-05 21:00:00'), Timestamp('2024-07-06 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-06 21:00:00'), Timestamp('2024-07-07 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-07 21:00:00'), Timestamp('2024-07-08 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-08 21:00:00'), Timestamp('2024-07-09 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-09 21:00:00'), Timestamp('2024-07-10 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-10 21:00:00'), Timestamp('2024-07-11 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-11 21:00:00'), Timestamp('2024-07-12 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-12 21:00:00'), Timestamp('2024-07-13 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-13 21:00:00'), Timestamp('2024-07-14 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-14 21:00:00'), Timestamp('2024-07-15 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-15 21:00:00'), Timestamp('2024-07-16 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-16 21:00:00'), Timestamp('2024-07-17 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-17 21:00:00'), Timestamp('2024-07-18 09:00:00'))",0 days 00:00:15,0 days 11:59:45
"(Timestamp('2024-07-18 21:00:00'), Timestamp('2024-07-19 09:00:00'))",0 days 00:00:04,0 days 11:59:56
"(Timestamp('2024-07-19 21:00:00'), Timestamp('2024-07-20 09:00:00'))",0 days 01:18:16,0 days 10:41:44
"(Timestamp('2024-07-20 21:00:00'), Timestamp('2024-07-21 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-21 21:00:00'), Timestamp('2024-07-22 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-22 21:00:00'), Timestamp('2024-07-23 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-23 21:00:00'), Timestamp('2024-07-24 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-24 21:00:00'), Timestamp('2024-07-25 09:00:00'))",0 days 00:00:05,0 days 11:59:55
"(Timestamp('2024-07-25 21:00:00'), Timestamp('2024-07-26 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-26 21:00:00'), Timestamp('2024-07-27 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-27 21:00:00'), Timestamp('2024-07-28 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-28 21:00:00'), Timestamp('2024-07-29 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-29 21:00:00'), Timestamp('2024-07-30 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-30 21:00:00'), Timestamp('2024-07-31 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-07-31 21:00:00'), Timestamp('2024-08-01 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-01 21:00:00'), Timestamp('2024-08-02 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-02 21:00:00'), Timestamp('2024-08-03 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-03 21:00:00'), Timestamp('2024-08-04 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-04 21:00:00'), Timestamp('2024-08-05 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-05 21:00:00'), Timestamp('2024-08-06 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-06 21:00:00'), Timestamp('2024-08-07 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-07 21:00:00'), Timestamp('2024-08-08 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-08 21:00:00'), Timestamp('2024-08-09 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-09 21:00:00'), Timestamp('2024-08-10 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-10 21:00:00'), Timestamp('2024-08-11 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-11 21:00:00'), Timestamp('2024-08-12 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-12 21:00:00'), Timestamp('2024-08-13 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-13 21:00:00'), Timestamp('2024-08-14 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-14 21:00:00'), Timestamp('2024-08-15 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-15 21:00:00'), Timestamp('2024-08-16 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-16 21:00:00'), Timestamp('2024-08-17 09:00:00'))",0 days 00:06:10,0 days 11:53:50
"(Timestamp('2024-08-17 21:00:00'), Timestamp('2024-08-18 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-18 21:00:00'), Timestamp('2024-08-19 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-19 21:00:00'), Timestamp('2024-08-20 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-20 21:00:00'), Timestamp('2024-08-21 09:00:00'))",0 days 01:05:02,0 days 10:54:58
"(Timestamp('2024-08-21 21:00:00'), Timestamp('2024-08-22 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-22 21:00:00'), Timestamp('2024-08-23 09:00:00'))",0 days 00:00:02,0 days 11:59:58
"(Timestamp('2024-08-23 21:00:00'), Timestamp('2024-08-24 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-24 21:00:00'), Timestamp('2024-08-25 09:00:00'))",0 days 00:00:00,0 days 12:00:00
"(Timestamp('2024-08-25 21:00:00'), Timestamp('2024-08-26 09:00:00'))",0 days 01:01:47,0 days 10:58:13
